Order_ID,Order_Date,Customer_Location,Customer_ID,Age,Occupation,Gender,Category_Name,Category_ID,Product_ID,Product_Name,Quantity_Sold,Material,Unit_Price ($),Total_Revenue ($),Eco_Certification,Manufacturing_Emission (kg CO2),Water_Usage (liters),Percentage_Recycled_Material (%),Carbon_Offset_Investment ($),Return_Status,Return_Reason,Customer_Feedback
ORD-015504,2024-03-24,"New Zealand, Wellington",CUST-15504,49,"Education officer, museum",Other,Jacket,CAT-04,JA-1288,Jacket Classic,2,Organic Cotton,220,440,GOTS,13.39,2081,20,0.67,Returned,Defective,Average
ORD-015505,2023-09-14,"USA, Seattle",CUST-15505,28,Interior and spatial designer,Male,Shoes,CAT-05,SHO-2737,Shoes Eco,3,Linen,175,525,None,2.13,511,99,0.11,Not Returned,,Good
ORD-015506,2023-10-31,"Netherlands, Amsterdam",CUST-15506,28,Product designer,Female,Dress,CAT-03,DR-7596,Dress Style,5,Organic Cotton,125,625,None,6.51,2892,18,0.33,Not Returned,,Excellent
ORD-015507,2023-10-03,"Canada, Victoria",CUST-15507,27,Public librarian,Male,Shirt,CAT-01,SHI-5129,Shirt Eco,5,Hemp,65,325,B Corp,7.97,1699,95,0.4,Not Returned,,Average
ORD-015508,2024-05-25,"USA, Seattle",CUST-15508,38,Hospital pharmacist,Male,Shirt,CAT-01,SHI-2250,Shirt Eco,4,Bamboo,45,180,Fair Trade,14.12,595,26,0.71,Not Returned,,Excellent
ORD-015509,2025-04-01,"USA, San Francisco",CUST-15509,35,Financial controller,Female,Pants,CAT-02,PA-3433,Pants Eco,4,Recycled Polyester,70,280,GOTS,9.86,2827,98,0.49,Not Returned,,Excellent
ORD-015510,2023-06-06,"Sweden, Stockholm",CUST-15510,47,Purchasing manager,Female,Pants,CAT-02,PA-7269,Pants Eco,3,Organic Cotton,80,240,None,5.79,2076,88,0.29,Not Returned,,Average
ORD-015511,2025-04-02,"Germany, Freiburg",CUST-15511,52,Copy,Female,Bag,CAT-06,BA-8804,Bag Classic,3,Hemp,135,405,GOTS,2.06,1658,95,0.1,Not Returned,,Poor
ORD-015512,2024-06-13,"Netherlands, Amsterdam",CUST-15512,24,Magazine journalist,Female,Dress,CAT-03,DR-4993,Dress Style,1,Recycled Polyester,110,110,B Corp,4.36,1267,41,0.22,Not Returned,,Good
ORD-015513,2023-07-21,"Australia, Melbourne",CUST-15513,54,Accommodation manager,Male,Shoes,CAT-05,SHO-2417,Shoes Classic,1,Organic Cotton,170,170,Fair Trade,14.87,2910,36,0.74,Not Returned,,Excellent
ORD-015514,2023-11-24,"USA, Burlington",CUST-15514,51,"Scientist, forensic",Female,Jacket,CAT-04,JA-5262,Jacket Eco,1,Linen,245,245,GOTS,13.86,2645,17,0.69,Not Returned,,Excellent
ORD-015515,2024-05-26,"USA, Santa Cruz",CUST-15515,50,Hotel manager,Female,Dress,CAT-03,DR-5459,Dress Style,4,Bamboo,115,460,GOTS,13.83,1947,91,0.69,Not Returned,,Good
ORD-015516,2023-09-10,"Australia, Melbourne",CUST-15516,51,Chief Financial Officer,Female,Shoes,CAT-05,SHO-9368,Shoes Style,3,Bamboo,155,465,None,13.92,2278,98,0.7,Not Returned,,Average
ORD-015517,2023-06-26,"USA, Portland",CUST-15517,36,Animal technologist,Female,Pants,CAT-02,PA-6495,Pants Classic,4,Organic Cotton,85,340,Fair Trade,11.54,882,83,0.58,Not Returned,,Average
ORD-015518,2025-03-18,"USA, Burlington",CUST-15518,27,Health and safety adviser,Female,Dress,CAT-03,DR-2967,Dress Style,4,Linen,120,480,OEKO-TEX,8.35,1385,50,0.42,Not Returned,,Excellent
ORD-015519,2023-09-26,"USA, San Francisco",CUST-15519,36,Film/video editor,Female,Pants,CAT-02,PA-4752,Pants Classic,2,Hemp,100,200,Fair Trade,9.06,2401,90,0.45,Not Returned,,Average
ORD-015520,2023-04-25,"Germany, Berlin",CUST-15520,40,Chartered legal executive (England and Wales),Other,Jacket,CAT-04,JA-5041,Jacket Style,1,Linen,225,225,Fair Trade,7.75,1426,98,0.39,Not Returned,,Excellent
ORD-015521,2024-06-02,"Netherlands, Amsterdam",CUST-15521,51,Higher education careers adviser,Male,Bag,CAT-06,BA-7143,Bag Classic,1,Recycled Polyester,95,95,None,10.3,1920,42,0.52,Not Returned,,Good
ORD-015522,2024-10-17,"USA, Seattle",CUST-15522,20,Armed forces technical officer,Female,Bag,CAT-06,BA-6699,Bag Classic,4,Bamboo,105,420,None,5.06,2420,62,0.25,Not Returned,,Average
ORD-015523,2024-07-07,"Norway, Oslo",CUST-15523,47,Forensic psychologist,Male,Bag,CAT-06,BA-6043,Bag Eco,1,Bamboo,115,115,OEKO-TEX,3.56,2913,34,0.18,Not Returned,,Good
ORD-015524,2023-08-04,"Germany, Berlin",CUST-15524,53,Consulting civil engineer,Male,Pants,CAT-02,PA-1345,Pants Green,4,Recycled Polyester,75,300,OEKO-TEX,8.41,1856,53,0.42,Not Returned,,Average
ORD-015525,2023-09-04,"New Zealand, Wellington",CUST-15525,29,Ophthalmologist,Male,Dress,CAT-03,DR-1827,Dress Style,1,Bamboo,135,135,OEKO-TEX,10.1,1255,67,0.51,Not Returned,,Good
ORD-015526,2023-09-04,"Canada, Vancouver",CUST-15526,41,Tree surgeon,Female,Pants,CAT-02,PA-2921,Pants Green,4,Linen,85,340,B Corp,3.71,1061,46,0.19,Not Returned,,Average
ORD-015527,2024-08-05,"Sweden, Stockholm",CUST-15527,44,Interior and spatial designer,Female,Shoes,CAT-05,SHO-4699,Shoes Eco,3,Recycled Polyester,150,450,OEKO-TEX,11.0,658,72,0.55,Not Returned,,Average
ORD-015528,2024-04-24,"USA, Seattle",CUST-15528,55,Museum education officer,Male,Pants,CAT-02,PA-9049,Pants Eco,2,Linen,95,190,Fair Trade,3.64,2475,48,0.18,Returned,Other,Average
ORD-015529,2024-12-06,"USA, Portland",CUST-15529,41,Tree surgeon,Male,Pants,CAT-02,PA-5789,Pants Classic,1,Recycled Polyester,80,80,Fair Trade,10.68,1506,94,0.53,Not Returned,,Good
ORD-015530,2023-06-13,"USA, Seattle",CUST-15530,35,"Horticulturist, commercial",Female,Shirt,CAT-01,SHI-6875,Shirt Green,5,Recycled Polyester,40,200,GOTS,10.24,2827,39,0.51,Not Returned,,Average
ORD-015531,2023-10-02,"Sweden, Stockholm",CUST-15531,30,Water engineer,Female,Bag,CAT-06,BA-2177,Bag Classic,5,Recycled Polyester,95,475,OEKO-TEX,7.81,1057,31,0.39,Not Returned,,Good
ORD-015532,2025-03-25,"USA, Santa Cruz",CUST-15532,42,Lobbyist,Male,Shoes,CAT-05,SHO-5623,Shoes Eco,1,Linen,150,150,Fair Trade,11.78,1560,55,0.59,Not Returned,,Good
ORD-015533,2024-03-30,"Germany, Berlin",CUST-15533,34,Music tutor,Male,Dress,CAT-03,DR-7127,Dress Classic,4,Linen,140,560,Fair Trade,12.34,1064,95,0.62,Not Returned,,Excellent
ORD-015534,2024-03-05,"Sweden, Stockholm",CUST-15534,52,"Psychologist, clinical",Female,Bag,CAT-06,BA-6546,Bag Classic,2,Bamboo,115,230,B Corp,14.4,2742,100,0.72,Not Returned,,Excellent
ORD-015535,2024-11-11,"Norway, Oslo",CUST-15535,30,"Engineer, automotive",Male,Pants,CAT-02,PA-6670,Pants Green,2,Hemp,90,180,GOTS,2.39,2937,11,0.12,Not Returned,,Good
ORD-015536,2025-02-22,"USA, Portland",CUST-15536,26,Landscape architect,Female,Dress,CAT-03,DR-5552,Dress Style,4,Hemp,150,600,B Corp,2.68,1935,28,0.13,Not Returned,,Good
ORD-015537,2024-12-19,"Australia, Melbourne",CUST-15537,32,"Surveyor, building control",Male,Pants,CAT-02,PA-3770,Pants Eco,5,Bamboo,85,425,B Corp,8.14,1449,65,0.41,Not Returned,,Excellent
ORD-015538,2025-02-03,"USA, Portland",CUST-15538,31,Mental health nurse,Male,Shirt,CAT-01,SHI-3378,Shirt Green,4,Bamboo,55,220,Fair Trade,3.56,1191,65,0.18,Not Returned,,Good
ORD-015539,2023-05-04,"Canada, Vancouver",CUST-15539,54,Water engineer,Male,Dress,CAT-03,DR-6847,Dress Eco,2,Recycled Polyester,100,200,OEKO-TEX,12.63,1672,42,0.63,Not Returned,,Good
ORD-015540,2023-10-28,"USA, San Francisco",CUST-15540,53,Medical secretary,Other,Shirt,CAT-01,SHI-4885,Shirt Green,2,Recycled Polyester,45,90,Fair Trade,5.11,1671,97,0.26,Not Returned,,Excellent
ORD-015541,2023-09-12,"Canada, Victoria",CUST-15541,32,Product manager,Female,Dress,CAT-03,DR-1059,Dress Green,5,Linen,125,625,None,2.49,986,69,0.12,Not Returned,,Excellent
ORD-015542,2024-11-17,"Australia, Melbourne",CUST-15542,22,"Surveyor, mining",Male,Shirt,CAT-01,SHI-6839,Shirt Eco,5,Linen,55,275,GOTS,2.53,1508,89,0.13,Not Returned,,Excellent
ORD-015543,2024-06-30,"New Zealand, Wellington",CUST-15543,20,"Engineer, broadcasting (operations)",Female,Shirt,CAT-01,SHI-2084,Shirt Eco,4,Bamboo,55,220,GOTS,7.59,2541,11,0.38,Not Returned,,Excellent
ORD-015544,2023-10-08,"USA, Santa Cruz",CUST-15544,50,Cytogeneticist,Male,Jacket,CAT-04,JA-4611,Jacket Classic,1,Hemp,260,260,None,14.71,2463,20,0.74,Not Returned,,Excellent
ORD-015545,2023-11-17,"Canada, Victoria",CUST-15545,35,English as a foreign language teacher,Female,Bag,CAT-06,BA-2670,Bag Style,1,Hemp,130,130,OEKO-TEX,13.7,1211,78,0.69,Not Returned,,Poor
ORD-015546,2024-11-09,"USA, Portland",CUST-15546,41,"Surveyor, rural practice",Female,Shirt,CAT-01,SHI-3711,Shirt Green,3,Bamboo,50,150,Fair Trade,3.48,2325,82,0.17,Returned,Wrong Size,Good
ORD-015547,2025-01-14,"USA, Portland",CUST-15547,28,Museum/gallery curator,Female,Bag,CAT-06,BA-3062,Bag Eco,5,Organic Cotton,115,575,GOTS,14.9,2378,52,0.75,Returned,Wrong Size,Good
ORD-015548,2024-08-03,"USA, Boulder",CUST-15548,51,Community pharmacist,Male,Bag,CAT-06,BA-5936,Bag Green,3,Organic Cotton,110,330,B Corp,14.48,2153,81,0.72,Not Returned,,Excellent
ORD-015549,2024-07-19,"Germany, Berlin",CUST-15549,31,"Psychologist, forensic",Female,Pants,CAT-02,PA-4463,Pants Green,4,Bamboo,85,340,GOTS,11.71,560,95,0.59,Not Returned,,Good
ORD-015550,2023-09-25,"USA, Portland",CUST-15550,43,Press photographer,Male,Pants,CAT-02,PA-8624,Pants Classic,3,Organic Cotton,85,255,None,13.33,1290,17,0.67,Not Returned,,Excellent
ORD-015551,2024-03-03,"Canada, Vancouver",CUST-15551,36,Midwife,Female,Shirt,CAT-01,SHI-7226,Shirt Classic,5,Hemp,55,275,Fair Trade,4.15,1701,95,0.21,Not Returned,,Good
ORD-015552,2023-09-21,"Australia, Melbourne",CUST-15552,51,"Therapist, art",Male,Jacket,CAT-04,JA-2070,Jacket Classic,5,Hemp,240,1200,None,3.57,2205,47,0.18,Not Returned,,Good
ORD-015553,2024-11-10,"Canada, Vancouver",CUST-15553,28,Photographer,Male,Shirt,CAT-01,SHI-5082,Shirt Eco,2,Organic Cotton,55,110,OEKO-TEX,7.59,551,57,0.38,Not Returned,,Excellent
ORD-015554,2023-06-02,"Germany, Freiburg",CUST-15554,31,Commercial horticulturist,Male,Bag,CAT-06,BA-2789,Bag Style,2,Linen,125,250,GOTS,11.57,2640,85,0.58,Not Returned,,Average
ORD-015555,2023-04-23,"USA, Santa Cruz",CUST-15555,32,Scientific laboratory technician,Female,Jacket,CAT-04,JA-9104,Jacket Classic,3,Linen,220,660,Fair Trade,4.36,2294,54,0.22,Not Returned,,Excellent
ORD-015556,2023-07-10,"Canada, Victoria",CUST-15556,55,Retail manager,Female,Shoes,CAT-05,SHO-6551,Shoes Green,3,Linen,180,540,OEKO-TEX,6.71,1325,81,0.34,Not Returned,,Poor
ORD-015557,2024-11-12,"Norway, Bergen",CUST-15557,49,Armed forces operational officer,Female,Shoes,CAT-05,SHO-6525,Shoes Style,3,Bamboo,150,450,Fair Trade,9.35,1993,92,0.47,Not Returned,,Excellent
ORD-015558,2024-04-23,"Norway, Bergen",CUST-15558,20,Data scientist,Other,Jacket,CAT-04,JA-2957,Jacket Classic,5,Linen,250,1250,OEKO-TEX,14.89,1481,84,0.74,Not Returned,,Average
ORD-015559,2024-09-29,"USA, Santa Cruz",CUST-15559,46,Retail merchandiser,Female,Jacket,CAT-04,JA-6194,Jacket Classic,1,Organic Cotton,195,195,Fair Trade,13.48,961,43,0.67,Not Returned,,Excellent
ORD-015560,2023-08-27,"USA, Burlington",CUST-15560,41,"Research officer, government",Female,Pants,CAT-02,PA-9948,Pants Green,5,Linen,85,425,GOTS,10.22,2448,47,0.51,Not Returned,,Average
ORD-015561,2025-04-06,"USA, Seattle",CUST-15561,35,Tax adviser,Other,Bag,CAT-06,BA-1499,Bag Style,1,Organic Cotton,115,115,B Corp,12.1,529,51,0.6,Not Returned,,Good
ORD-015562,2024-10-12,"Canada, Victoria",CUST-15562,42,Exhibition designer,Male,Shoes,CAT-05,SHO-6507,Shoes Green,3,Hemp,175,525,B Corp,5.55,2467,73,0.28,Not Returned,,Excellent
ORD-015563,2024-02-13,"Sweden, Stockholm",CUST-15563,26,"Engineer, petroleum",Male,Bag,CAT-06,BA-8230,Bag Classic,5,Hemp,130,650,GOTS,5.34,520,88,0.27,Not Returned,,Good
ORD-015564,2024-09-22,"USA, Santa Cruz",CUST-15564,52,Dietitian,Female,Dress,CAT-03,DR-5539,Dress Style,4,Recycled Polyester,115,460,OEKO-TEX,12.14,2070,24,0.61,Returned,Wrong Size,Excellent
ORD-015565,2025-02-15,"Norway, Oslo",CUST-15565,39,Ecologist,Male,Bag,CAT-06,BA-7494,Bag Style,3,Recycled Polyester,90,270,GOTS,13.13,1071,68,0.66,Not Returned,,Excellent
ORD-015566,2025-03-18,"Canada, Victoria",CUST-15566,45,Amenity horticulturist,Male,Bag,CAT-06,BA-7915,Bag Green,1,Hemp,125,125,None,2.06,1277,34,0.1,Not Returned,,Excellent
ORD-015567,2025-04-05,"USA, Boulder",CUST-15567,30,Counselling psychologist,Female,Dress,CAT-03,DR-4762,Dress Green,4,Bamboo,120,480,None,8.25,1172,22,0.41,Not Returned,,Excellent
ORD-015568,2023-07-12,"Norway, Oslo",CUST-15568,21,Patent examiner,Female,Shirt,CAT-01,SHI-8015,Shirt Green,4,Hemp,60,240,OEKO-TEX,5.49,643,36,0.27,Not Returned,,Excellent
ORD-015569,2023-12-01,"Canada, Victoria",CUST-15569,26,Clinical psychologist,Female,Bag,CAT-06,BA-1757,Bag Style,1,Recycled Polyester,100,100,Fair Trade,7.89,1796,31,0.39,Not Returned,,Good
ORD-015570,2023-07-08,"Canada, Vancouver",CUST-15570,24,Heritage manager,Female,Jacket,CAT-04,JA-1807,Jacket Green,3,Organic Cotton,220,660,OEKO-TEX,3.93,1673,69,0.2,Not Returned,,Average
ORD-015571,2024-05-04,"USA, Boulder",CUST-15571,55,"Engineer, electrical",Male,Pants,CAT-02,PA-6650,Pants Eco,1,Bamboo,85,85,OEKO-TEX,12.3,2718,61,0.62,Not Returned,,Excellent
ORD-015572,2023-12-04,"New Zealand, Wellington",CUST-15572,30,Commissioning editor,Female,Pants,CAT-02,PA-4332,Pants Green,5,Organic Cotton,80,400,GOTS,7.7,868,14,0.39,Not Returned,,Good
ORD-015573,2023-08-01,"USA, Santa Cruz",CUST-15573,35,"Scientist, marine",Female,Shirt,CAT-01,SHI-1211,Shirt Classic,1,Recycled Polyester,45,45,OEKO-TEX,12.89,1423,85,0.64,Not Returned,,Good
ORD-015574,2024-07-31,"USA, Berkeley",CUST-15574,28,Cytogeneticist,Female,Pants,CAT-02,PA-3067,Pants Eco,1,Linen,90,90,Fair Trade,9.09,1736,19,0.45,Not Returned,,Excellent
ORD-015575,2023-04-12,"Australia, Melbourne",CUST-15575,42,Contracting civil engineer,Male,Jacket,CAT-04,JA-6316,Jacket Eco,1,Linen,235,235,OEKO-TEX,8.6,2310,44,0.43,Not Returned,,Good
ORD-015576,2023-10-29,"USA, Berkeley",CUST-15576,52,Tax inspector,Female,Shirt,CAT-01,SHI-1690,Shirt Eco,5,Linen,50,250,GOTS,11.38,2738,59,0.57,Returned,Wrong Size,Excellent
ORD-015577,2024-12-30,"USA, Portland",CUST-15577,48,"Engineer, site",Female,Dress,CAT-03,DR-6175,Dress Style,4,Hemp,130,520,B Corp,14.79,2784,85,0.74,Not Returned,,Good
ORD-015578,2024-08-09,"USA, Berkeley",CUST-15578,25,"Social research officer, government",Female,Pants,CAT-02,PA-2715,Pants Classic,5,Linen,90,450,GOTS,5.68,2154,39,0.28,Not Returned,,Excellent
ORD-015579,2024-08-24,"Australia, Melbourne",CUST-15579,32,Pensions consultant,Female,Bag,CAT-06,BA-1489,Bag Green,5,Organic Cotton,95,475,GOTS,10.29,1248,73,0.51,Not Returned,,Excellent
ORD-015580,2023-07-21,"Netherlands, Amsterdam",CUST-15580,20,Telecommunications researcher,Male,Shirt,CAT-01,SHI-1410,Shirt Eco,3,Recycled Polyester,45,135,None,13.04,1441,35,0.65,Not Returned,,Good
ORD-015581,2024-06-28,"USA, Berkeley",CUST-15581,33,Therapeutic radiographer,Male,Pants,CAT-02,PA-7934,Pants Classic,4,Bamboo,85,340,GOTS,6.66,1913,36,0.33,Returned,Wrong Size,Good
ORD-015582,2024-01-03,"Australia, Melbourne",CUST-15582,32,Special effects artist,Male,Pants,CAT-02,PA-8220,Pants Classic,4,Bamboo,90,360,Fair Trade,9.74,1122,31,0.49,Not Returned,,Poor
ORD-015583,2023-05-06,"USA, Burlington",CUST-15583,24,"Engineer, maintenance (IT)",Male,Dress,CAT-03,DR-3338,Dress Eco,2,Recycled Polyester,115,230,Fair Trade,15.0,2287,57,0.75,Returned,Defective,Average
ORD-015584,2023-11-20,"Germany, Berlin",CUST-15584,29,Soil scientist,Female,Dress,CAT-03,DR-9455,Dress Classic,3,Hemp,140,420,GOTS,6.88,575,36,0.34,Not Returned,,Average
ORD-015585,2024-04-26,"Norway, Bergen",CUST-15585,45,English as a foreign language teacher,Male,Bag,CAT-06,BA-4838,Bag Classic,5,Bamboo,110,550,Fair Trade,10.96,715,60,0.55,Not Returned,,Good
ORD-015586,2024-10-12,"USA, Seattle",CUST-15586,35,"Conservation officer, nature",Female,Shirt,CAT-01,SHI-8316,Shirt Eco,1,Recycled Polyester,50,50,OEKO-TEX,6.95,721,95,0.35,Not Returned,,Good
ORD-015587,2024-11-30,"USA, Portland",CUST-15587,51,Music tutor,Female,Jacket,CAT-04,JA-8301,Jacket Classic,4,Recycled Polyester,190,760,B Corp,12.56,2541,68,0.63,Not Returned,,Average
ORD-015588,2025-02-21,"Germany, Berlin",CUST-15588,32,Site engineer,Female,Shirt,CAT-01,SHI-4009,Shirt Classic,5,Recycled Polyester,45,225,Fair Trade,10.98,2026,73,0.55,Not Returned,,Good
ORD-015589,2025-03-29,"USA, Boulder",CUST-15589,44,Personal assistant,Male,Dress,CAT-03,DR-1219,Dress Classic,3,Bamboo,115,345,B Corp,7.13,2554,69,0.36,Not Returned,,Excellent
ORD-015590,2024-09-02,"Germany, Freiburg",CUST-15590,46,Forensic psychologist,Female,Shoes,CAT-05,SHO-3893,Shoes Eco,1,Organic Cotton,165,165,GOTS,13.48,758,10,0.67,Not Returned,,Average
ORD-015591,2025-04-07,"Sweden, Stockholm",CUST-15591,52,Operational investment banker,Female,Jacket,CAT-04,JA-1908,Jacket Eco,4,Recycled Polyester,185,740,None,3.4,2395,73,0.17,Not Returned,,Excellent
ORD-015592,2025-03-31,"Netherlands, Amsterdam",CUST-15592,48,Forensic scientist,Female,Shoes,CAT-05,SHO-4477,Shoes Classic,4,Organic Cotton,155,620,GOTS,14.55,2103,20,0.73,Not Returned,,Average
ORD-015593,2023-08-11,"Norway, Oslo",CUST-15593,26,Sub,Female,Dress,CAT-03,DR-8852,Dress Green,1,Linen,140,140,B Corp,9.54,1486,58,0.48,Returned,Wrong Size,Poor
ORD-015594,2023-12-30,"USA, Seattle",CUST-15594,37,Freight forwarder,Male,Bag,CAT-06,BA-8368,Bag Green,3,Organic Cotton,100,300,GOTS,12.21,2376,27,0.61,Not Returned,,Good
ORD-015595,2023-09-27,"Germany, Freiburg",CUST-15595,49,Careers information officer,Female,Dress,CAT-03,DR-1039,Dress Eco,4,Recycled Polyester,105,420,Fair Trade,9.24,954,97,0.46,Not Returned,,Average
ORD-015596,2023-08-10,"USA, San Francisco",CUST-15596,51,"Sound technician, broadcasting/film/video",Female,Dress,CAT-03,DR-9425,Dress Style,5,Recycled Polyester,100,500,OEKO-TEX,7.06,1222,22,0.35,Not Returned,,Average
ORD-015597,2024-05-24,"Norway, Oslo",CUST-15597,38,Equities trader,Male,Bag,CAT-06,BA-3469,Bag Style,2,Linen,110,220,GOTS,6.31,1099,65,0.32,Not Returned,,Poor
ORD-015598,2023-05-10,"Netherlands, Amsterdam",CUST-15598,24,Archivist,Male,Jacket,CAT-04,JA-3280,Jacket Style,1,Bamboo,235,235,Fair Trade,2.23,2618,40,0.11,Not Returned,,Good
ORD-015599,2024-08-24,"USA, San Francisco",CUST-15599,22,Research scientist (medical),Female,Bag,CAT-06,BA-3863,Bag Style,4,Organic Cotton,100,400,OEKO-TEX,3.37,867,41,0.17,Not Returned,,Good
ORD-015600,2023-08-18,"USA, San Francisco",CUST-15600,28,Exercise physiologist,Male,Dress,CAT-03,DR-7940,Dress Classic,4,Hemp,135,540,GOTS,6.92,2905,89,0.35,Returned,Other,Excellent
ORD-015601,2023-10-18,"New Zealand, Wellington",CUST-15601,55,Barista,Male,Shirt,CAT-01,SHI-3666,Shirt Classic,1,Hemp,65,65,Fair Trade,2.97,2387,37,0.15,Returned,Not as Expected,Poor
ORD-015602,2024-01-17,"Netherlands, Amsterdam",CUST-15602,45,Research scientist (physical sciences),Other,Shirt,CAT-01,SHI-1123,Shirt Green,4,Organic Cotton,50,200,OEKO-TEX,7.39,722,58,0.37,Not Returned,,Good
ORD-015603,2025-01-25,"Germany, Berlin",CUST-15603,55,Clinical molecular geneticist,Male,Shirt,CAT-01,SHI-2350,Shirt Green,2,Organic Cotton,50,100,OEKO-TEX,6.74,1305,36,0.34,Not Returned,,Good
ORD-015604,2023-06-13,"New Zealand, Wellington",CUST-15604,45,Engineering geologist,Female,Pants,CAT-02,PA-2388,Pants Classic,1,Organic Cotton,80,80,OEKO-TEX,6.26,1210,37,0.31,Returned,Wrong Size,Good
ORD-015605,2025-03-27,"Australia, Melbourne",CUST-15605,45,"Psychologist, sport and exercise",Male,Jacket,CAT-04,JA-5735,Jacket Style,3,Linen,220,660,None,11.31,2903,16,0.57,Returned,Wrong Size,Average
ORD-015606,2023-09-30,"Germany, Berlin",CUST-15606,47,Mental health nurse,Male,Jacket,CAT-04,JA-7176,Jacket Classic,2,Hemp,255,510,GOTS,14.58,928,47,0.73,Not Returned,,Average
ORD-015607,2023-11-03,"USA, Seattle",CUST-15607,33,IT consultant,Female,Shirt,CAT-01,SHI-8654,Shirt Green,5,Linen,50,250,OEKO-TEX,8.03,670,82,0.4,Not Returned,,Good
ORD-015608,2023-05-17,"USA, Santa Cruz",CUST-15608,26,Retail buyer,Female,Pants,CAT-02,PA-5985,Pants Green,4,Bamboo,85,340,OEKO-TEX,12.7,2669,27,0.64,Not Returned,,Excellent
ORD-015609,2023-10-03,"Norway, Bergen",CUST-15609,49,Astronomer,Male,Jacket,CAT-04,JA-9563,Jacket Green,2,Recycled Polyester,205,410,Fair Trade,11.8,1164,90,0.59,Not Returned,,Poor
ORD-015610,2023-11-16,"USA, Seattle",CUST-15610,41,"Secretary, company",Female,Shoes,CAT-05,SHO-9712,Shoes Eco,4,Linen,170,680,B Corp,5.46,1916,31,0.27,Not Returned,,Poor
ORD-015611,2025-02-04,"Canada, Victoria",CUST-15611,38,Land,Female,Shirt,CAT-01,SHI-8935,Shirt Classic,3,Linen,55,165,GOTS,2.48,715,40,0.12,Not Returned,,Excellent
ORD-015612,2023-04-25,"Sweden, Stockholm",CUST-15612,32,Orthoptist,Female,Bag,CAT-06,BA-1009,Bag Style,2,Bamboo,105,210,OEKO-TEX,13.07,988,26,0.65,Not Returned,,Average
ORD-015613,2024-09-26,"New Zealand, Wellington",CUST-15613,37,"Social research officer, government",Male,Shoes,CAT-05,SHO-1684,Shoes Eco,5,Organic Cotton,145,725,OEKO-TEX,3.75,2792,19,0.19,Not Returned,,Excellent
ORD-015614,2024-11-26,"Canada, Victoria",CUST-15614,21,"Engineer, automotive",Male,Shoes,CAT-05,SHO-2089,Shoes Classic,2,Hemp,200,400,GOTS,12.84,2465,78,0.64,Not Returned,,Good
ORD-015615,2023-10-13,"USA, Boulder",CUST-15615,44,Midwife,Other,Bag,CAT-06,BA-2855,Bag Style,2,Bamboo,115,230,OEKO-TEX,2.47,1709,64,0.12,Not Returned,,Average
ORD-015616,2023-06-26,"Sweden, Stockholm",CUST-15616,43,Charity officer,Male,Bag,CAT-06,BA-3511,Bag Classic,5,Recycled Polyester,100,500,B Corp,3.82,2525,68,0.19,Returned,Wrong Size,Average
ORD-015617,2024-11-24,"Norway, Bergen",CUST-15617,43,Product manager,Female,Shirt,CAT-01,SHI-8457,Shirt Style,3,Organic Cotton,45,135,Fair Trade,2.1,1743,40,0.11,Not Returned,,Good
ORD-015618,2025-01-29,"Norway, Bergen",CUST-15618,38,Music tutor,Male,Dress,CAT-03,DR-4574,Dress Green,1,Linen,135,135,Fair Trade,7.52,1365,53,0.38,Not Returned,,Good
ORD-015619,2024-05-14,"New Zealand, Wellington",CUST-15619,38,"Engineer, manufacturing",Male,Shoes,CAT-05,SHO-1536,Shoes Style,2,Linen,180,360,GOTS,2.8,2944,29,0.14,Not Returned,,Excellent
ORD-015620,2023-06-25,"USA, Seattle",CUST-15620,26,"Conservator, furniture",Female,Shirt,CAT-01,SHI-4490,Shirt Style,2,Organic Cotton,50,100,OEKO-TEX,8.41,2044,96,0.42,Not Returned,,Good
ORD-015621,2024-05-17,"Australia, Melbourne",CUST-15621,32,Textile designer,Male,Shoes,CAT-05,SHO-8939,Shoes Green,2,Recycled Polyester,145,290,GOTS,6.52,2322,17,0.33,Not Returned,,Excellent
ORD-015622,2023-12-18,"Canada, Vancouver",CUST-15622,51,Environmental education officer,Other,Pants,CAT-02,PA-8146,Pants Green,5,Organic Cotton,80,400,Fair Trade,12.22,671,94,0.61,Returned,Defective,Excellent
ORD-015623,2023-08-08,"Canada, Vancouver",CUST-15623,40,Building services engineer,Other,Dress,CAT-03,DR-4131,Dress Classic,1,Bamboo,130,130,Fair Trade,4.91,672,19,0.25,Not Returned,,Good
ORD-015624,2024-10-09,"Germany, Berlin",CUST-15624,48,Make,Female,Shoes,CAT-05,SHO-1573,Shoes Style,2,Bamboo,165,330,OEKO-TEX,5.49,2765,81,0.27,Not Returned,,Excellent
ORD-015625,2025-02-08,"Sweden, Stockholm",CUST-15625,48,Brewing technologist,Female,Jacket,CAT-04,JA-7335,Jacket Classic,2,Recycled Polyester,205,410,OEKO-TEX,11.81,800,18,0.59,Not Returned,,Good
ORD-015626,2024-08-15,"Canada, Vancouver",CUST-15626,21,Arts administrator,Female,Jacket,CAT-04,JA-2164,Jacket Style,4,Linen,205,820,OEKO-TEX,14.19,2091,60,0.71,Not Returned,,Good
ORD-015627,2024-07-21,"USA, San Francisco",CUST-15627,30,"Psychotherapist, child",Other,Shoes,CAT-05,SHO-4957,Shoes Green,5,Linen,170,850,None,7.35,2893,11,0.37,Not Returned,,Poor
